ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
215,3046,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD001 - Estrutura Organizacional Finanças,BPD001 - EO - Estrutura Organizacional Finanças,"Permitir a geração e controle de planos de contas gerencial e contábil. O plano de contas gerencial e contábil é gerado a partir do plano de contas oficial da Federação, entretanto, com agrupamentos de contas de acordo
com a definição do usuário.",,,Necessário entendimento,,FIT,,"ID 5,6,7,8 - FI-GL-T1 - Estrutura Organizacional de Finanças",BNG - Criar conta razão e classe de custo,,
216,3047,Contabilidade,Contabilidade,CO,CO,CO - BPD002 - Estrutura Organizacional e dados mestes de contabilidade de Custos (CO),BPD002 - EO - Estrutura Organizacional e dados mestes de contabilidade de Custos (CO),Permitir o cadastro de gerenciamento de uma estrutura de centros de custos/resultados.,,Atende,,,FIT,,"ID 12,13,14 - CO (t2) - Hierarquia de Centros de Custos / Lucro (Definição de Segmentos)","1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
217,3048,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD001 - Estrutura Organizacional Finanças,BPD001 - EO - Estrutura Organizacional Finanças,Permitir controle de acesso às contas por área.,,,Necessário entendimento,,FIT,,"ID 5,6,7,8 - FI-GL-T1 - Estrutura Organizacional de Finanças",BNG - Criar conta razão e classe de custo,,
218,3049,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Permitir cadastro de datas de corte (tabelas de exercício, período contábil, fechamentos).",,Atende,,,,,,,,
219,3050,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Permitir a conciliação de lançamentos efetuados, possibilitando a visualização do saldo das contas do Ativo e Passivo ao final do movimento, considerando, além das opções de visualização existentes na solução padrão sugerida,   as   opções   de   visualização   por:   clientes,   fornecedores,   caixa,   bancos   e   contabilidade   versus Financeiro.",,Atende,,,,,,,,
220,3051,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Permitir lançamento por código de histórico padrão.,,Não atende,,,GAP,,,,,
221,3052,Contabilidade,Contabilidade,FI,FI-GL /BPC,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Atender a requisitos BRGAAP e IFRS, para a emissão dos balanços nestes padrões.",,Atende,,,,,,,,
222,3053,Contabilidade,Contabilidade,FI,FI-GL e CO,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Possuir a rotina de apuração de resultado dos balanços no encerramento do exercício, possibilitando a opção de considerar ou não os lançamentos de encerramento.",,Atende,,,,,,,,
223,3054,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Identificar de forma distinta os lançamentos de grupos de encerramento de balanço.,,,Necessário entendimento,,,,,,,
224,3056,Contabilidade,Contabilidade,CO,CO,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Efetuar rateio automático a partir de regras previamente parametrizadas definidas pela empresa.,,Atende,,,,,,"1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
225,3057,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Gerar   log   das   alterações   de   lançamentos   contábeis   e   financeiro,   mantendo   o   histórico,   para   fins   de rastreabilidade.",,Atende,,,,,,,,
226,3058,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Possuir   rotinas   de   importação/exportação   de   dados   na   contabilidade,   considerando,   além   das   rotinas existentes  na  solução  padrão  sugerida,  as  seguintes  rotinas  de  importação  /  exportação:  razão  contábil  e
balancetes. Para efetuar uma eventual análise fora do sistema.",,Atende,,,FIT,,"ID 23,25 FI-GL-M4-T4",J58 - Contabilidade e fechamento financeiro,,
227,3059,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Permitir   o   gerenciamento   e   controle   de   lotes   e   lançamentos   por   atividade   agilizando   a   entrada   das informações.,,,Necessário entendimento,,,,,,,
228,3060,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),"Permitir  lançamentos  contábeis  fora  do  mês  de  competência  (período  contábil  já  fechado  no  sistema), mediante  parametrizações, considerando, além das parametrizações existentes na solução padrão sugerida,
as parametrizações por: períodos, grupos de contas, contas contábeis e aprovações para abertura do período contábil.",,Atende,,,,,,,,
229,3061,Contabilidade,Contabilidade,GR,FI-GL,GR - BPD015 - Gestão de Consolidação Societária (GR),BPD015 - Finanças - Gestão de Consolidação Societária (GR),"Permitir a geração de indicadores Contábeis/Financeiros, permitindo a geração de gráficos (relatórios).",,,GR / BPC - Fechar tema,,,,,,,
230,3062,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Possibilitar entrada dos lançamentos de forma autônoma (manual).,,Atende,,,,,,,,
231,3063,Contabilidade,Contabilidade,GR,FI-GL,GR - BPD015 - Gestão de Consolidação Societária (GR),BPD015 - Finanças - Gestão de Consolidação Societária (GR),Permitir a parametrização de diversas visões da DRE.,,,GR / BPC - Fechar tema,,,,,,,
232,3064,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD001 - Estrutura Organizacional Finanças,BPD001 - EO - Estrutura Organizacional Finanças,Possibilitar parametrização para confrontar saldo de contas e/ou grupo de contas .,,Atende,Utilizar hierarquias para criar grupo de contas,,FIT,,"ID 5,6,7,8 - FI-GL-T1 - Estrutura Organizacional de Finanças",BNG - Criar conta razão e classe de custo,,
233,3065,Contabilidade,Contabilidade,FI,FI-GL,FI - BPD001 - Estrutura Organizacional Finanças,BPD001 - EO - Estrutura Organizacional Finanças,Permitir  a parametrização para controlar  saldo de  contas  de ativo e passivo de  mesma origem / natureza a curto e longo prazo.,,,Necessário entendimento,,FIT,,"ID 5,6,7,8 - FI-GL-T1 - Estrutura Organizacional de Finanças",BNG - Criar conta razão e classe de custo,,
172,3066,Contabilidade,Relatórios,SD,MM/C4C,SD - BPD002 - Remessa e Outras Saídas,BPD002 -  Comercial - Remessa e Outras Saídas,"Permitir emissão relatório controle de venda entrega futura, remessas para depósito, remessas para conserto,
remessas  para  industrialização  por  agente  (Controle  NF  de  simples  faturamento  versus  NFs  de  remessa  de venda entrega futura/remessas versus retornos.).",F1873,,,,,,,BD9,,
173,3067,Contabilidade,Relatórios,GR,FI-GL,GR - BPD015 - Gestão de Consolidação Societária (GR),BPD015 - Finanças - Gestão de Consolidação Societária (GR),"Permitir emissão do relatório de balancete consolidado e por filial, por linha de negócios, centros de custos e geral. Permitindo também a visualização de cenários comparativo (horizontal / vertical)",banço resul multidimensional,,,,,,,,,
174,3068,Contabilidade,Relatórios,GR,FI-GL e CO,GR - BPD015 - Gestão de Consolidação Societária (GR),BPD015 - Finanças - Gestão de Consolidação Societária (GR),"Permitir emissão da DRE consolidada e por filial, DFC e DVA, por linha de negócios, centro de custos e geral.",,,,,,,,,,
175,3069,Contabilidade,Relatórios,GR,FI-GL e CO,GR - BPD015 - Gestão de Consolidação Societária (GR),BPD015 - Finanças - Gestão de Consolidação Societária (GR),"Permitir emissão de razão contábil consolidado ou por filial, por plano de contas, agente, projetos, centro de custos, analítico ou sintético e geral.",,,,,,,,,,
176,3070,Contabilidade,Relatórios,FI,AA,FI - BPD005 - Gestão de Ativos imobilizados (AA),BPD005 - Finanças - Gestão de Ativos imobilizados (AA),"Permitir  emissão  de  relatório  do  patrimônio,  considerando,  além  das  opções  existentes  na  solução  padrão sugerida, as a emissão por: filial, grupo, itens, centro de custo, saldo residual, mapa resumo por grupo, baixas,
aquisições e inventário.",,Atende,Considerar Centro como Filial,,,,,,,
177,3072,Contabilidade,Relatórios,FI,FI-GL e CO,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Permitir personalização / customização de relatórios (gerador interno de relatórios para Usuários Finais) para a área Contábil/Controladoria.,,Atende,"GL e CO Helder, ALV",,FIT,,"ID 23,25 FI-GL-M4-T4",J58 - Contabilidade e fechamento financeiro,,
244,4001,Controladoria,"Gestão, Planejamento e Orçamento",CO,SAC,CO - BPD016 - Margem Analise - Rentabilidade do Produto,BPD016 - Finanças - Margem Analise - Rentabilidade do Produto,"Permitir  inclusão  parametrizável  de  orçamentos,  indicadores  de  mercado  e  metas  da  organização  (market share,  EBITDA,  retorno  sobre  capital  empregado,  indicador  de  liquidez,  indicador  de  endividamento,  entre outros).",,,,,,,,J55,,
245,4002,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir   extração   de   informações   de   previsto   versus   realizado   por   áreas,   filial,   centro   de   custos,
estabelecimentos,gerências, entre outros.",,Atende,,,,,,"1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
246,4003,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir  acompanhar  as  metas  e  orçamentos  (previsto)  contra  receitas  e  despesas  (realizado),  com  alertas parametrizáveis. Permitir o controle de orçamento (com variações positivas e negativas) considerando orçado versus  realizado  por  conta,  centro  de  custo,  empresa,  linha  de  produto,  entre  outros.  Com  no  mínimo
visibilidade de acompanhamento mês a mês e acumulado.",,,,,,,,2I3,,
247,4005,Controladoria,"Gestão, Planejamento e Orçamento",PS,,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),"Permitir o cadastro e acompanhamento de projetos, contendo no mínimo checklist das atividades, datas de
início e fim de cada atividade, integrantes, recursos envolvidos (humanos, financeiros), entre outros.","PS (t4) -  Criar projeto (Projetos Simples, Complexos, Investimentos)",,,,,,"ID 28 PS (t4) -  Criar projeto (Projetos Simples, Complexos, Investimentos)",4RF – Controle de Projetos,,
248,4006,Controladoria,"Gestão, Planejamento e Orçamento",PS,"FM, PS",PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),Gerenciar a contabilidade orçamentária.,,,,,,,,,,
249,4007,Controladoria,"Gestão, Planejamento e Orçamento",CO,CO/PS,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir  cadastro  de  informações  para  previsões  de  investimentos/contas  patrimoniais,  receitas,  despesas, orçamento pessoal, custos fixos e variáveis (intercompany/unidades de negócio/ centro de custos/gerências/
por contas e grupos de contas).",,,,,,,,2I3,,
250,4008,Controladoria,"Gestão, Planejamento e Orçamento",FI,FI-GL,FI - BPD003 - Gestão da Contabilidade Geral (GL),BPD003 - Finanças - Gestão da Contabilidade Geral (GL),Permitir a abertura das contas até o menor nível de detalhe. (Drill-Down).,,Atende,,,FIT,,"ID 23,25 FI-GL-M4-T4",J58 - Contabilidade e fechamento financeiro,,
251,4010,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir  simulações  de  orçamento  de  acordo  com  cenários  estabelecidos  (forecast).  Permitir  projeções  do orçamento  (aplicação  de  cenários  (forecast);  diferentes  taxas  de  crescimento  versus  volume  de  venda; comparação  de  índices  com  base  real;  crescimento  do  segmento,  entre  outros).  Manter  histórico  das
projeções / realizações.",,,,,,,,2I3,,
252,4012,Controladoria,"Gestão, Planejamento e Orçamento",CO,PS,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir  a  aprovação  e  justificativa  de  desvios  (negativos  e  positivos)  entre  o  orçamento  (planejado  e
aprovado) considerando orçado versus realizado.",,,,,,,,2I3,,
253,4013,Controladoria,"Gestão, Planejamento e Orçamento",PS,,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),"Permitir  a  geração  de  análises  de  investimento  (módulo  de  investimento)  para  cálculo  de  Retorno  sobre
Investimento (ROI).",,,,,,,,,,
254,4014,Controladoria,"Gestão, Planejamento e Orçamento",PS,,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),"Permitir  o  controle  dos  projetos  aprovados  (orçado  versus  realizado) -  considerando verba de  investimento
aprovada e o fluxo de resultados comprometido.","PS (t4) -  Criar projeto (Projetos Simples, Complexos, Investimentos)",,,,,,"ID 28 PS (t4) -  Criar projeto (Projetos Simples, Complexos, Investimentos)",4RF – Controle de Projetos​,,
255,4015,Controladoria,"Gestão, Planejamento e Orçamento",PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Considerar   os   parâmetros   de   indicadores   gerenciais   de   desempenho   para   métricas   de   produtividade
(benchmarking) e permitir correlações.",,,Detalhar,,,,,"BJH,J44,BJ5,BJN,2QW",,
256,4016,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Permitir a distribuição de receita versus despesas e custeio por atividade (rateios em centro de custos).,,Atende,,,,,,"1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
257,4019,Controladoria,"Gestão, Planejamento e Orçamento",CO,CO,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Permitir registros e suporte a cadastros em multimoeda (incluindo commodities).,,Atende,,,,,,"1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
258,4021,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir alterações do planejamento orçamentário, a partir da alçada. (permissão de acesso)",,,,,,,,2I3,,
259,4022,Controladoria,"Gestão, Planejamento e Orçamento",PS,,PS - BPD004 - Gestão de Projetos e Investimentos (PS),BPD004 - Finanças - Gestão de Projetos e Investimentos (PS),"Permitir o cadastro / monitoramento do planejamento de investimento, a partir da alçada.",,,,,,,,,,
260,4024,Controladoria,"Gestão, Planejamento e Orçamento",CO,CO,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir controle de restrição orçamentária, por conta e grupo de conta.",,,,,,,,2I3,,
261,4025,Controladoria,"Gestão, Planejamento e Orçamento",CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Possibilitar níveis de aprovação para o orçamento.,,,,,,,,2I3,,
